city_id,ward_id,ward_number,ward_name,zone_name,locality_name,place_type,osm_type,osm_id,lat,lng,source_name,source_url,is_verified,notes
chennai,ward-040,40,Ward 40,Zone Tondiarpet,New Washermanpet,suburb,node,289741266,13.1338663,80.2903592,OpenStreetMap Overpass,https://www.openstreetmap.org/node/289741266,false,
chennai,ward-040,40,Ward 40,Zone Tondiarpet,Tondiarpet,suburb,node,282001734,13.1277669,80.2895845,OpenStreetMap Overpass,https://www.openstreetmap.org/node/282001734,false,
chennai,ward-041,41,Ward 41,Zone Tondiarpet,CMWSSB Division 41,neighbourhood,way,964273511,13.1248060,80.2757140,OpenStreetMap Overpass,https://www.openstreetmap.org/way/964273511,false,
chennai,ward-042,42,Ward 42,Zone Tondiarpet,Korukkupet,suburb,node,289741260,13.1215344,80.2837912,OpenStreetMap Overpass,https://www.openstreetmap.org/node/289741260,false,
chennai,ward-044,44,Ward 44,Zone Tondiarpet,CMWSSB Division 44,neighbourhood,way,964273508,13.1176290,80.2483065,OpenStreetMap Overpass,https://www.openstreetmap.org/way/964273508,false,
chennai,ward-045,45,Ward 45,Zone Tondiarpet,CMWSSB Division 45,neighbourhood,way,964273507,13.1137725,80.2585480,OpenStreetMap Overpass,https://www.openstreetmap.org/way/964273507,false,
chennai,ward-045,45,Ward 45,Zone Tondiarpet,Thiru Vi Ka Nagar,suburb,node,9342784603,13.1103367,80.2633882,OpenStreetMap Overpass,https://www.openstreetmap.org/node/9342784603,false,
chennai,ward-045,45,Ward 45,Zone Tondiarpet,Vyasarpadi,suburb,node,254151455,13.1169726,80.2571242,OpenStreetMap Overpass,https://www.openstreetmap.org/node/254151455,false,
chennai,ward-046,46,Ward 46,Zone Tondiarpet,Basin Bridge,suburb,node,254151476,13.1080471,80.2699078,OpenStreetMap Overpass,https://www.openstreetmap.org/node/254151476,false,
chennai,ward-046,46,Ward 46,Zone Tondiarpet,CMWSSB Division 46,neighbourhood,way,964273506,13.1123500,80.2667625,OpenStreetMap Overpass,https://www.openstreetmap.org/way/964273506,false,
chennai,ward-047,47,Ward 47,Zone Tondiarpet,CMWSSB Division 47,neighbourhood,way,964273505,13.1154775,80.2753016,OpenStreetMap Overpass,https://www.openstreetmap.org/way/964273505,false,
chennai,ward-048,48,Ward 48,Zone Tondiarpet,CMWSSB Division 48,neighbourhood,way,964273504,13.1172402,80.2822300,OpenStreetMap Overpass,https://www.openstreetmap.org/way/964273504,false,
chennai,ward-048,48,Ward 48,Zone Tondiarpet,CMWSSB Division 51,neighbourhood,way,964273501,13.1127785,80.2848675,OpenStreetMap Overpass,https://www.openstreetmap.org/way/964273501,false,
chennai,ward-048,48,Ward 48,Zone Tondiarpet,Washermanpet,suburb,node,254151481,13.1136296,80.2814813,OpenStreetMap Overpass,https://www.openstreetmap.org/node/254151481,false,
chennai,ward-049,49,Ward 49,Zone Royapuram,CMWSSB Division 49,neighbourhood,way,964273503,13.1177802,80.2892557,OpenStreetMap Overpass,https://www.openstreetmap.org/way/964273503,false,
chennai,ward-049,49,Ward 49,Zone Royapuram,Grace Garden,neighbourhood,node,289741257,13.1180900,80.2914726,OpenStreetMap Overpass,https://www.openstreetmap.org/node/289741257,false,
chennai,ward-049,49,Ward 49,Zone Royapuram,Old Washermanpet,neighbourhood,node,289513621,13.1122762,80.2893812,OpenStreetMap Overpass,https://www.openstreetmap.org/node/289513621,false,
chennai,ward-050,50,Ward 50,Zone Royapuram,CMWSSB Division 50,neighbourhood,way,964273502,13.1129925,80.2966120,OpenStreetMap Overpass,https://www.openstreetmap.org/way/964273502,false,
chennai,ward-050,50,Ward 50,Zone Royapuram,Royapuram,suburb,node,254150705,13.1146195,80.2940279,OpenStreetMap Overpass,https://www.openstreetmap.org/node/254150705,false,
chennai,ward-052,52,Ward 52,Zone Royapuram,CMWSSB Division 52,neighbourhood,way,964273500,13.1071940,80.2891595,OpenStreetMap Overpass,https://www.openstreetmap.org/way/964273500,false,
chennai,ward-053,53,Ward 53,Zone Royapuram,CMWSSB Division 53,neighbourhood,way,964273499,13.1062775,80.2760230,OpenStreetMap Overpass,https://www.openstreetmap.org/way/964273499,false,
chennai,ward-053,53,Ward 53,Zone Royapuram,Moolakothalam,neighbourhood,node,10115681335,13.1067345,80.2764807,OpenStreetMap Overpass,https://www.openstreetmap.org/node/10115681335,false,
chennai,ward-053,53,Ward 53,Zone Royapuram,Stanley Nagar,neighbourhood,node,11144189642,13.1092682,80.2721885,OpenStreetMap Overpass,https://www.openstreetmap.org/node/11144189642,false,
chennai,ward-054,54,Ward 54,Zone Royapuram,CMWSSB Division 54,neighbourhood,way,964273498,13.0999435,80.2768725,OpenStreetMap Overpass,https://www.openstreetmap.org/way/964273498,false,
chennai,ward-054,54,Ward 54,Zone Royapuram,Vallalar Nagar,suburb,node,248560791,13.1019255,80.2787773,OpenStreetMap Overpass,https://www.openstreetmap.org/node/248560791,false,
chennai,ward-055,55,Ward 55,Zone Royapuram,CMWSSB Division 55,neighbourhood,way,964273497,13.0998375,80.2831185,OpenStreetMap Overpass,https://www.openstreetmap.org/way/964273497,false,
chennai,ward-056,56,Ward 56,Zone Royapuram,CMWSSB Division 56,neighbourhood,way,964273496,13.1006452,80.2872110,OpenStreetMap Overpass,https://www.openstreetmap.org/way/964273496,false,
chennai,ward-057,57,Ward 57,Zone Royapuram,CMWSSB Division 57,neighbourhood,way,964273495,13.0926180,80.2797030,OpenStreetMap Overpass,https://www.openstreetmap.org/way/964273495,false,
chennai,ward-057,57,Ward 57,Zone Royapuram,Flower Bazaar,neighbourhood,node,258891097,13.0893440,80.2819705,OpenStreetMap Overpass,https://www.openstreetmap.org/node/258891097,false,
chennai,ward-057,57,Ward 57,Zone Royapuram,George Town,suburb,node,254122040,13.0920917,80.2822426,OpenStreetMap Overpass,https://www.openstreetmap.org/node/254122040,false,
